Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality
Athletics and sports,The swimming pool is closed for maintenance more often than it is open.,22,2.07,3,1,M,India
Academic Support and Resources,"Lack of sleep and fatigue have been affecting my ability to concentrate and retain information, and I am concerned about my academic performance.",27,2.29,1,1,M,Soudan
Athletics and sports,The university does not provide transportation to off-campus competitions.,20,1.14,3,1,F,Pakistan
Financial Support,I'm worried about how much student loan debt I'm going to have when I graduate.,26,0.18,1,1,M,Egypt
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",18,3.95,1,1,F,Soudan
Student Activities,The university does not recognize student volunteers with any formal credit.,19,1.13,4,1,M,Egypt
Online learning,Restore request – deleted lab dataset folder. A research folder was removed from the network share today. Please restore from last night’s backup. Needed for an IRB review this afternoon. Path and timestamp available.,24,0.37,2,1,M,Egypt
Student Activities,Student club rooms are double-booked constantly with no resolution process.,23,1.78,5,1,F,Turkey
International student experiences,There is no community space specifically for international students to gather.,16,2.12,1,1,F,Saudi Arabia
Food and Cantines,The canteen kitchen hygiene looks questionable based on what I have seen.,26,3.61,5,1,F,Nigeria
Athletics and sports,Inter-faculty sports competitions are so poorly managed that students stop participating.,28,3.18,3,1,F,Malaysia
Student Activities,The student union website has not been updated in over a year.,17,3.4,5,1,F,Bangladesh
Online learning,There is no offline access mode for students with intermittent internet at home.,19,0.57,5,1,F,Egypt
Online learning, Online students often miss out on networking opportunities and face-to-face interactions with professors and peers.,23,0.51,5,1,M,Mexico
Health and Well-being Support,I've been denied coverage for my medical expenses and it's causing me a lot of stress.,23,2.11,3,1,F,France
Health and Well-being Support,The health center does not inform academic staff about student medical needs.,20,3.31,3,1,F,Indonesia
Health and Well-being Support,The campus has no accessible facilities for students with certain physical conditions.,16,1.07,1,1,F,India
Athletics and sports,The gym locker rooms are poorly maintained and frequently left in a dirty state.,17,1.76,3,1,F,Bangladesh
Financial Support,"Request for a small table near the bank counter. Currently, there is nowhere to keep our bags or files while we are filling out the deposit slips. A simple standing desk would make the queue much more organized.",27,2.64,5,1,F,Nigeria
Health and Well-being Support,Health education sessions are scheduled during peak lecture hours each week.,16,0.79,2,1,M,Indonesia
Internship Opportunities,Final year projects are not linked to any industry partners for real-world exposure.,23,3.07,2,1,M,Saudi Arabia
Academic Support and Resources,"The academic workload is overwhelming, and I am struggling to find ways to manage my stress and maintain my mental health.",24,3.44,1,1,F,Soudan
Health and Well-being Support,Students who disclose mental health challenges face delays getting any practical help.,16,2.54,5,1,M,Saudi Arabia
Academic Support and Resources,"I've been feeling really exhausted lately, and it's been hard to stay motivated to study.",18,0.46,1,1,M,Soudan
International student experiences,The university offers no local cultural orientation for newly arrived students.,18,3.45,1,1,F,Turkey
Athletics and sports,Sports equipment available for borrowing is almost always damaged or missing.,21,0.79,1,1,F,Saudi Arabia
Academic Support and Resources,Inadequate Charging ports in library /reading room. Needs attention.,19,0.66,1,1,M,Pakistan
Housing and Transportation,The driver started driving before a student with crutches had a chance to sit down. She fell over and hit her head. We need drivers who are more mindful of students with mobility issues.,16,3.22,1,1,F,Bangladesh
Financial Support,Financial support is only available to full-time students excluding part-timers.,28,1.22,3,1,F,Jordan
Health and Well-being Support,There is no peer counseling program run by trained student volunteers.,21,1.78,4,1,F,Malaysia
Academic Support and Resources,There are no supplementary classes for students struggling with core subjects.,16,0.69,1,1,F,Indonesia
International student experiences,There is no airport pickup service or arrival guidance for new international students.,22,2.65,1,1,F,Bangladesh
International student experiences,There is no airport pickup service or arrival guidance for new international students.,25,0.75,4,1,M,Bangladesh
Student Activities,Club budgets are cut mid-semester without any notice given to affected clubs.,27,1.12,5,1,M,Indonesia
Health and Well-being Support,There are no mindfulness sessions offered during the exam period when stress peaks.,22,1.05,2,1,F,Saudi Arabia
Food and Cantines,The campus convenience store is always out of basic student necessities.,28,0.85,2,1,M,Saudi Arabia
Student Activities,There is no inter-university collaboration or joint event program available.,24,1.44,3,1,M,Nigeria
Student Activities,"12. ""I'm really interested in photography, but it can be tough to find good locations to take photos. I wish there were more scenic spots around campus for students to explore.""",25,0.38,3,1,F,Indonesia
Academic Support and Resources,The library printing queue takes so long that students miss their deadlines.,18,3.71,4,1,F,Egypt
Student Affairs,Student welfare policies are designed without any meaningful input from students.,20,2.98,5,1,F,Saudi Arabia
Student Activities,There is no inter-university collaboration or joint event program available.,25,2.95,3,1,M,India
Student Activities,Student leadership training is only available to elected representatives.,24,2.33,2,1,F,Jordan
Student Affairs,There is no formal process for students to give anonymous feedback on teaching.,28,2.65,2,1,M,Saudi Arabia
Student Affairs,A studentship certificate costs a student 500taka which should be of free from the versity as a current student of the institute. Please look into it.,16,0.92,3,1,M,Indonesia
Academic Support and Resources,The library does not have enough power outlets for students to charge their devices.,27,3.92,5,1,F,Nigeria
Health and Well-being Support,Students who disclose mental health conditions face stigma from some staff members.,24,3.6,4,1,F,Bangladesh
Student Activities,The student activities fair was so poorly organized that I couldn't find any clubs.,28,0.62,3,1,M,Jordan
Health and Well-being Support,The campus has no accessible facilities for students with certain physical conditions.,20,2.42,5,1,F,Indonesia
Student Affairs,My laptop was taken from my desk in the library when I went to the restroom for five minutes. I have my final thesis on there and no backup. Is there any way to check the camera footage for that floor?,17,3.08,3,1,F,Bangladesh
